Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours)
Station2_LOG01003,SRV008,CL-1,2025-08-02 03:48:00,45.15,,36.65,4.99,6.61,602.44,5.04
Station2_LOG01004,SRV096,CL-4,2025-08-02 02:54:00,80.06,45.88,67.37,7.52,15.38,221.9,4.79
Station2_LOG01005,SRV048,CL-9,2025-08-01 19:33:00,51.4,83.81,78.71,24.93,21.5,986.58,7.41
Station2_LOG01006,SRV094,CL-8,2025-08-02 12:44:00,94.64,39.25,41.72,14.56,22.68,837.32,6.98
Station2_LOG01007,SRV040,CL-6,2025-08-02 05:48:00,23.81,80.45,69.91,7.38,8.69,889.22,9.89
Station2_LOG01008,SRV048,CL-9,2025-08-02 05:09:00,37.12,87.41,68.29,14.35,5.54,395.34,6.41
Station2_LOG01009,SRV071,CL-2,2025-08-01 10:48:00,32.94,35.53,9.16,5.02,20.16,697.38,9.66
Station2_LOG01010,SRV063,CL-10,2025-08-02 08:47:00,80.58,89.91,61.59,8.98,,334.97,9.18
Station2_LOG01011,SRV046,CL-7,2025-08-01 16:28:00,40.35,83.51,18.67,4.97,4.03,302.03,8.72
Station2_LOG01012,SRV005,CL-3,2025-08-02 13:07:00,47.2,51.66,73.98,4.13,,148.46,0.69
Station2_LOG01013,SRV011,CL-7,2025-08-01 02:10:00,61.14,89.19,47.86,14.1,7.35,306.41,6.34
Station2_LOG01014,SRV006,CL-4,2025-08-01 07:58:00,17.6,34.14,71.23,13.87,20.16,760.2,9.25
Station2_LOG01015,SRV026,CL-2,2025-08-02 03:53:00,57.26,77.74,9.55,4.92,21.37,258.59,7.6
Station2_LOG01016,SRV046,CL-7,2025-08-02 12:51:00,90.66,47.88,31.34,19.37,1.04,535.14,8.61
Station2_LOG01017,SRV041,CL-10,2025-08-01 12:31:00,11.01,28.86,72.41,24.54,2.42,726.95,3.49
Station2_LOG01018,SRV056,CL-4,2025-08-02 18:37:00,31.94,31.43,10.39,6.42,19.44,567.33,0.33
Station2_LOG01019,SRV019,CL-2,2025-08-02 08:24:00,50.41,46.5,8.85,17.15,5.23,901.47,3.57
Station2_LOG01020,SRV005,CL-3,2025-08-02 01:12:00,13.77,62.17,9.58,28.67,24.66,620.84,9.83
Station2_LOG01021,SRV029,CL-2,2025-08-01 19:21:00,45.45,36.36,12.46,1.19,7.89,439.55,4.8
Station2_LOG01022,SRV028,CL-2,2025-08-02 06:17:00,52.24,40.22,25.49,15.66,10.61,998.69,2.75
Station2_LOG01023,SRV084,CL-9,2025-08-01 11:55:00,77.14,47.7,23.35,25.26,20.53,319.33,1.81
Station2_LOG01024,SRV063,CL-10,2025-08-02 22:50:00,55.43,68.25,36.21,28.44,6.02,944.11,3.82
Station2_LOG01025,SRV074,CL-3,2025-08-01 01:37:00,57.82,47.8,67.57,23.71,24.26,826.16,1.03
Station2_LOG01026,SRV035,CL-6,2025-08-02 14:48:00,76.87,61.84,79.47,3.05,13.27,999.49,0.31
Station2_LOG01027,SRV032,CL-4,2025-08-01 00:23:00,69.46,60.99,52.82,3.04,13.52,219.63,6.98
Station2_LOG01028,SRV034,CL-6,2025-08-02 05:17:00,76.39,65.07,45.11,9.14,4.91,387.97,9.83
Station2_LOG01029,SRV063,CL-10,2025-08-02 06:54:00,81.43,55.75,30.65,27.31,24.67,642.31,3.87
Station2_LOG01030,SRV032,CL-4,2025-08-02 17:18:00,78.05,55.57,15.8,6.61,20.51,283.3,0.9
Station2_LOG01031,SRV005,CL-3,2025-08-01 02:01:00,14.14,26.97,69.93,4.58,9.3,209.88,1.1
Station2_LOG01032,SRV036,CL-9,2025-08-02 14:29:00,70.12,,75.71,26.61,12.18,152.58,8.42
Station2_LOG01033,SRV086,CL-4,2025-08-01 05:14:00,85.15,31.95,54.39,18.6,6.72,486.18,0.12
Station2_LOG01034,SRV020,CL-9,2025-08-02 03:42:00,36.07,41.64,12.78,26.86,10.99,591.69,3.86
Station2_LOG01035,SRV094,CL-8,2025-08-02 13:54:00,44.67,48.9,46.76,13.7,24.73,224.52,7.43
Station2_LOG01036,SRV035,CL-6,2025-08-01 11:48:00,35.88,41.34,59.88,2.8,18.11,595.29,6.22
Station2_LOG01037,SRV096,CL-4,2025-08-01 22:09:00,59.67,70.42,51.83,27.65,17.6,931.61,0.91
Station2_LOG01038,SRV096,CL-4,2025-08-01 13:06:00,38.83,50.83,67.27,1.61,2.43,607.44,2.77
Station2_LOG01039,SRV029,CL-2,2025-08-02 10:38:00,65.69,46.36,9.77,16.12,14.17,497.27,4.16
Station2_LOG01040,SRV084,CL-9,2025-08-01 12:30:00,55.45,62.26,56.07,7.12,20.16,198.67,0.6
Station2_LOG01041,SRV043,CL-8,2025-08-01 17:20:00,21.56,,34.29,27.98,0.92,152.1,4.29
Station2_LOG01042,SRV043,CL-8,2025-08-02 00:13:00,36.71,56.58,63.08,7.89,2.53,232.55,0.5
Station2_LOG01043,SRV070,CL-1,2025-08-01 16:45:00,72.2,25.51,35.59,16.58,7.26,977.98,4.33
Station2_LOG01044,SRV086,CL-4,2025-08-01 10:41:00,80.86,65.5,38.32,17.24,21.87,538.49,1.27
Station2_LOG01045,SRV011,CL-7,2025-08-02 08:52:00,94.37,64.76,37.85,3.74,10.14,869.39,2.39
Station2_LOG01046,SRV001,CL-8,2025-08-02 21:07:00,35.6,38.51,19.14,19.23,24.81,699.95,0.46
Station2_LOG01047,SRV023,CL-1,2025-08-01 06:39:00,62.41,29.62,71.6,21.36,24.92,176.13,6.05
Station2_LOG01048,SRV026,CL-2,2025-08-02 17:59:00,27.68,67.17,14,13.12,21.98,839.44,8.54
Station2_LOG01049,SRV054,CL-9,2025-08-01 05:29:00,15.92,83.91,73.44,22.42,12.11,794.45,4.39
Station2_LOG01050,SRV073,CL-3,2025-08-02 12:31:00,25.25,83.49,24.93,5.95,18.56,810.19,5.13
Station2_LOG01051,SRV084,CL-9,2025-08-02 20:34:00,56.78,57.49,29.79,7.27,6.45,675.76,2.13
Station2_LOG01052,SRV032,CL-4,2025-08-02 14:27:00,63.65,38.07,31.64,13.97,14.37,948.78,2.68
Station2_LOG01053,SRV046,CL-7,2025-08-01 19:50:00,85.58,59.76,26.42,2.94,4.65,920.71,2.59
Station2_LOG01054,SRV029,CL-2,2025-08-02 10:43:00,92,80.39,49.85,19.68,8.34,205.96,0.59
Station2_LOG01055,SRV045,CL-2,2025-08-02 05:07:00,74.54,54.96,75.31,7.41,5.02,654.64,2.65
Station2_LOG01056,SRV082,CL-10,2025-08-02 14:54:00,63.03,22.95,42.96,6.62,12.09,735.49,4.97
Station2_LOG01057,SRV091,CL-2,2025-08-01 19:47:00,60.17,27.61,55.78,5.56,7.25,267.82,7.68
Station2_LOG01058,SRV032,CL-4,2025-08-02 15:43:00,85.7,26.05,62.76,10,5.79,210.49,2.98
Station2_LOG01059,SRV011,CL-7,2025-08-01 06:46:00,38.91,,53.12,24.16,16.19,144.28,2.15
Station2_LOG01060,SRV017,CL-6,2025-08-02 13:27:00,17.89,81.51,57.28,29.6,18.7,300.54,9.23
Station2_LOG01061,SRV067,CL-5,2025-08-02 08:20:00,46.87,25.28,33.77,25.74,14.79,470.91,2.39
Station2_LOG01062,SRV082,CL-10,2025-08-02 08:15:00,49.96,50.11,74.16,22.85,1.65,978.49,0.21
Station2_LOG01063,SRV094,CL-8,2025-08-01 08:47:00,35.48,60.68,68.61,4.31,5.71,344.84,6.62
Station2_LOG01064,SRV091,CL-2,2025-08-01 08:01:00,49.01,75.28,78.04,17.81,21.98,642.3,9.81
Station2_LOG01065,SRV012,CL-3,2025-08-02 08:25:00,30.25,78.09,69.12,28.45,22.63,806.54,9.82
Station2_LOG01066,SRV010,CL-4,2025-08-02 14:55:00,42.88,32.1,37.07,15.16,16.32,556.42,1.07
Station2_LOG01067,SRV073,CL-3,2025-08-01 16:52:00,51.77,76.41,70.87,1.16,9.93,296.16,5.23
Station2_LOG01068,SRV048,CL-9,2025-08-01 09:02:00,32.53,65.34,31.79,19.99,22.4,562.98,7.8
Station2_LOG01069,SRV012,CL-3,2025-08-02 06:03:00,16.52,61.91,19.71,28.19,19.51,810.71,8.76
Station2_LOG01070,SRV074,CL-3,2025-08-02 09:06:00,35.75,55.86,27.34,11.63,24.53,600.27,2.93
Station2_LOG01071,SRV070,CL-1,2025-08-01 21:48:00,89.35,26.69,43.19,27.33,12.8,853.13,7.84
Station2_LOG01072,SRV086,CL-4,2025-08-02 03:21:00,57.36,57.16,43.83,29.27,17.71,801.21,3.76
Station2_LOG01073,SRV046,CL-7,2025-08-01 20:24:00,12.34,,31.14,25.61,18.63,470.24,2.88
Station2_LOG01074,SRV054,CL-9,2025-08-01 02:37:00,42.68,56.49,44.65,10.51,6.05,829.41,7.51
Station2_LOG01075,SRV046,CL-7,2025-08-02 18:08:00,49.73,54.27,39.94,4.38,16.07,690.56,2.74
Station2_LOG01076,SRV005,CL-3,2025-08-02 12:22:00,57.87,,62.42,9.1,2.14,144.7,3.68
Station2_LOG01077,SRV063,CL-10,2025-08-02 21:35:00,20.01,28.35,10.03,13.33,,454.32,8.53
Station2_LOG01078,SRV028,CL-2,2025-08-01 12:26:00,25.93,62.79,28.53,10.57,14.54,150.29,9.45
Station2_LOG01079,SRV084,CL-9,2025-08-02 02:06:00,26.89,46.83,57.25,14.98,8.93,214.87,4.36
Station2_LOG01080,SRV040,CL-6,2025-08-02 11:40:00,36.98,25.25,31.37,14.4,16.3,667.43,9.79
Station2_LOG01081,SRV041,CL-10,2025-08-01 18:31:00,38.12,62.13,36.37,29.77,1.63,307.99,8.91
Station2_LOG01082,SRV036,CL-9,2025-08-01 22:23:00,93.22,39.92,,26.12,6.48,938.74,8.59
Station2_LOG01083,SRV035,CL-6,2025-08-02 16:30:00,79.74,38.15,53.22,4.5,21.95,179.21,2.62
Station2_LOG01084,SRV077,CL-1,2025-08-02 21:16:00,30.71,38.28,63.26,29.26,22.12,853.82,9.09
Station2_LOG01085,SRV035,CL-6,2025-08-02 10:53:00,54.41,84.12,39.51,26.45,20.43,627.21,7.36
Station2_LOG01086,SRV016,CL-2,2025-08-02 12:53:00,31.09,24.23,24.18,17.25,11.95,287.67,7.5
Station2_LOG01087,SRV035,CL-6,2025-08-01 02:16:00,76.28,79.12,49.87,28.92,23.34,327.13,1.4
Station2_LOG01088,SRV046,CL-7,2025-08-01 17:56:00,47.28,27.42,64.27,4.52,4.29,246.36,4.1
Station2_LOG01089,SRV096,CL-4,2025-08-02 01:34:00,84.73,27.63,74.64,19.55,16.65,676.63,9.22
Station2_LOG01090,SRV031,CL-7,2025-08-01 04:28:00,50.44,68.01,,6.23,13.74,124.53,2.18
Station2_LOG01091,SRV078,CL-1,2025-08-01 17:56:00,73.18,73.04,58.02,6.47,4.32,245.88,0.78
Station2_LOG01092,SRV005,CL-3,2025-08-01 17:07:00,25.07,70.96,16.21,18.27,5.03,344.1,6.39
Station2_LOG01093,SRV050,CL-1,2025-08-01 12:15:00,35.88,75.61,10.05,17.28,8.44,912.74,3.84
Station2_LOG01094,SRV020,CL-9,2025-08-02 17:33:00,88.2,64.17,50.4,2.38,16.25,560.01,5.62
Station2_LOG01095,SRV089,CL-1,2025-08-01 21:50:00,55.42,83.77,7.85,22.39,7.54,173.15,1.37
Station2_LOG01096,SRV070,CL-1,2025-08-02 08:33:00,30.07,20.47,72.37,11.92,5.92,371.59,0.47
Station2_LOG01097,SRV031,CL-7,2025-08-02 05:04:00,31.88,68.81,74.08,19.94,7.51,774.16,8.54
Station2_LOG01098,SRV036,CL-9,2025-08-02 03:37:00,20.91,64.58,71.49,22.49,13.89,716.27,1.79
Station2_LOG01099,SRV020,CL-9,2025-08-02 10:38:00,68.63,65.03,10.18,21.11,15.69,200.88,9.55
Station2_LOG01100,SRV096,CL-4,2025-08-02 08:24:00,63.88,80.78,25.89,7.57,7.39,759.06,1.51
Station2_LOG01101,SRV084,CL-9,2025-08-02 06:53:00,72.53,57.8,64.02,5.05,7.88,702.07,0.25
Station2_LOG01102,SRV046,CL-7,2025-08-02 07:29:00,53.01,54.2,15.76,20.02,3.13,487.32,1.73
Station2_LOG01103,SRV066,CL-9,2025-08-01 01:35:00,83.86,55.51,46.34,12.61,7.89,236.21,3.22
Station2_LOG01104,SRV054,CL-9,2025-08-01 23:20:00,32.47,71.2,16.2,17.3,7.25,148.2,8.64
Station2_LOG01105,SRV032,CL-4,2025-08-01 13:01:00,42.57,53.28,11.72,3.9,22.37,814.33,1.9
Station2_LOG01106,SRV031,CL-7,2025-08-01 19:21:00,23.48,56.11,75.74,26.43,22.44,656.09,4.59
Station2_LOG01107,SRV045,CL-2,2025-08-02 07:50:00,22.44,65.18,9.84,13.83,13.85,898.29,4.98
Station2_LOG01108,SRV031,CL-7,2025-08-01 04:50:00,93.1,46.51,78.7,0.75,17.16,994.17,6.16
Station2_LOG01109,SRV084,CL-9,2025-08-02 08:16:00,85.07,43.84,19.98,7.02,5.78,752.7,6.23
Station2_LOG01110,SRV013,CL-2,2025-08-01 23:30:00,27.08,82.35,32.29,24.51,24.11,100.82,4.44
Station2_LOG01111,SRV043,CL-8,2025-08-02 03:22:00,57.87,41.21,5.24,16.09,20.34,433.58,9.99
Station2_LOG01112,SRV008,CL-1,2025-08-02 12:51:00,13.05,,67.83,10.28,1.82,439.12,6.8
Station2_LOG01113,SRV056,CL-4,2025-08-02 16:07:00,68.85,42.44,,23.63,3.71,127.24,9.41
Station2_LOG01114,SRV023,CL-1,2025-08-02 03:10:00,27,63.03,36.9,28.51,9.74,670.43,9.79
Station2_LOG01115,SRV084,CL-9,2025-08-01 18:56:00,60.16,89.78,23.23,3.63,21.58,466.68,6.53
Station2_LOG01116,SRV020,CL-9,2025-08-02 22:50:00,80.49,54.85,63.28,6.14,12.22,554.53,6.36
Station2_LOG01117,SRV040,CL-6,2025-08-01 10:58:00,55.1,70.11,26.67,23.6,16.86,608.96,3.76
Station2_LOG01118,SRV020,CL-9,2025-08-02 12:46:00,14.53,71.76,28.78,1.78,7.09,184.62,7.59
Station2_LOG01119,SRV067,CL-5,2025-08-01 15:21:00,92.52,41.18,25.54,26.37,10.43,292.21,8.75
Station2_LOG01120,SRV054,CL-9,2025-08-02 20:25:00,16.14,52.05,60.57,19.51,1.47,913.95,2.57
Station2_LOG01121,SRV020,CL-9,2025-08-02 15:27:00,11.58,69.33,46.48,15.31,12.34,499.2,9.47
Station2_LOG01122,SRV081,CL-4,2025-08-02 19:01:00,57.88,76.39,,16.38,21.37,745.21,4.48
Station2_LOG01123,SRV063,CL-10,2025-08-02 02:53:00,66.92,50.35,74.06,14.84,23.2,389.22,6.57
Station2_LOG01124,SRV026,CL-2,2025-08-02 17:40:00,19.72,22.95,11.95,24.96,12.35,446.29,6.21
Station2_LOG01125,SRV054,CL-9,2025-08-02 14:44:00,34.49,,34.39,11.25,2.12,661.09,1.35
Station2_LOG01126,SRV084,CL-9,2025-08-01 05:37:00,16.7,,,10.58,8.85,767.36,9.72
Station2_LOG01127,SRV081,CL-4,2025-08-02 04:32:00,46.3,66.13,18.82,19.18,2.05,643.3,8.78
Station2_LOG01128,SRV097,CL-3,2025-08-01 00:53:00,10.15,85.15,30.44,7.04,18.19,232.1,5.86
Station2_LOG01129,SRV071,CL-2,2025-08-01 17:31:00,88.15,68.67,44.76,23.08,2.91,756.52,3.15
Station2_LOG01130,SRV019,CL-2,2025-08-01 04:44:00,65.74,54,22.16,18.98,11.04,500.44,3.19
Station2_LOG01131,SRV001,CL-8,2025-08-02 23:25:00,33.34,31.67,22.61,23.7,,932.31,1.02
Station2_LOG01132,SRV063,CL-10,2025-08-02 17:34:00,90.27,50.06,44,22.25,7.85,816.48,3.12
Station2_LOG01133,SRV012,CL-3,2025-08-01 04:15:00,34.78,88.23,65.8,2.58,18.33,783.15,3.59
Station2_LOG01134,SRV089,CL-1,2025-08-02 15:10:00,46.77,47.34,76.36,24.43,5.28,652.64,8.3
Station2_LOG01135,SRV016,CL-2,2025-08-02 07:09:00,10.79,41.03,31.62,1.81,11.31,248.45,4.8
Station2_LOG01136,SRV070,CL-1,2025-08-02 08:50:00,47.85,,64.18,19.39,14.51,344.88,2.53
Station2_LOG01137,SRV031,CL-7,2025-08-02 02:55:00,35.99,70.22,7.38,13.58,23.53,602.65,5.97
Station2_LOG01138,SRV020,CL-9,2025-08-02 17:22:00,85.74,53.33,22.11,12.47,14.68,488.96,7.82
Station2_LOG01139,SRV048,CL-9,2025-08-01 07:28:00,50.35,80.16,,7.77,3.79,484.32,4.2
Station2_LOG01140,SRV089,CL-1,2025-08-02 22:34:00,18.86,,51.85,4.95,14.62,462.19,3.24
Station2_LOG01141,SRV019,CL-2,2025-08-01 20:02:00,47.82,66.15,,11.04,2.35,884.02,6.84
Station2_LOG01142,SRV011,CL-7,2025-08-02 14:10:00,67.37,58.71,69.92,21.01,19.74,444.38,6.36
Station2_LOG01143,SRV031,CL-7,2025-08-01 22:04:00,82.33,,79.04,9.98,8.31,712.97,2.55
Station2_LOG01144,SRV034,CL-6,2025-08-01 13:48:00,80.39,,36.63,22.66,20.81,712.78,4.82
Station2_LOG01145,SRV096,CL-4,2025-08-01 07:52:00,52.81,47.41,16.95,18.43,15.39,857.74,1.68
Station2_LOG01146,SRV041,CL-10,2025-08-02 16:51:00,61.33,56.64,16.12,22.37,24.41,704.91,9.22
Station2_LOG01147,SRV023,CL-1,2025-08-01 19:34:00,54.02,,,17.63,23.94,738.52,9.38
Station2_LOG01148,SRV006,CL-4,2025-08-02 19:30:00,42.23,49.36,67.97,27.08,23.27,290.78,1.84
Station2_LOG01149,SRV036,CL-9,2025-08-02 01:55:00,59.38,72.26,21.55,29.29,22.44,255.88,2.11
Station2_LOG01150,SRV081,CL-4,2025-08-02 02:14:00,72.11,26.49,73.66,11.95,17.19,558.11,9.32
Station2_LOG01151,SRV094,CL-8,2025-08-01 12:56:00,11.89,23.66,27.64,9.44,4.3,894.38,3.93
Station2_LOG01152,SRV001,CL-8,2025-08-01 13:09:00,30.57,41.55,72.06,23.26,12.21,629.73,7.45
Station2_LOG01153,SRV034,CL-6,2025-08-01 02:11:00,66.68,51.88,39.09,10.49,18.36,348.87,9.85
Station2_LOG01154,SRV043,CL-8,2025-08-02 04:12:00,36.75,89.95,19.51,1.47,13.16,492.25,4.77
Station2_LOG01155,SRV011,CL-7,2025-08-02 20:45:00,75.28,30.42,,16.49,10.34,726.25,2.84
Station2_LOG01156,SRV035,CL-6,2025-08-02 20:53:00,35.84,52.34,79.29,23.83,6.19,503.38,4.97
Station2_LOG01157,SRV029,CL-2,2025-08-01 17:55:00,47.59,29.89,15.98,8.68,7.57,157.08,6.14
Station2_LOG01158,SRV063,CL-10,2025-08-01 08:49:00,63.86,33.71,40.17,13.1,23.5,336.22,0.76
Station2_LOG01159,SRV013,CL-2,2025-08-02 00:56:00,50.72,45.29,,20.07,4.04,815.02,0.81
Station2_LOG01160,SRV013,CL-2,2025-08-02 02:27:00,63.31,86.89,56.85,19.58,10.21,286.12,2.54
Station2_LOG01161,SRV050,CL-1,2025-08-01 22:59:00,91.66,27.77,14.58,25.34,10.18,261.74,6.13
Station2_LOG01162,SRV050,CL-1,2025-08-01 17:29:00,48.84,58.67,61.87,3.47,1.24,592.46,9.06
Station2_LOG01163,SRV097,CL-3,2025-08-01 17:44:00,50.43,74.73,39.17,25.59,23.31,160.03,0.14
Station2_LOG01164,SRV019,CL-2,2025-08-01 09:20:00,40.31,,5.78,6.56,17.74,634.05,4.35
Station2_LOG01165,SRV078,CL-1,2025-08-02 21:28:00,29.03,53.35,67.09,15.88,2.45,948.16,1.65
Station2_LOG01166,SRV066,CL-9,2025-08-02 19:21:00,91.71,78.05,14.58,5.31,16.03,912.4,8.49
Station2_LOG01167,SRV077,CL-1,2025-08-01 04:33:00,24.75,38.69,29.4,9.95,4.29,273.67,4.04
Station2_LOG01168,SRV091,CL-2,2025-08-01 00:25:00,24.91,,25.2,7.37,1.46,635.07,2.29
Station2_LOG01169,SRV091,CL-2,2025-08-02 08:11:00,23.66,85.61,15.76,4.41,2.01,724.15,0.14
Station2_LOG01170,SRV056,CL-4,2025-08-02 11:55:00,26.71,83,13.11,15.82,17.07,296.95,7.04
Station2_LOG01171,SRV014,CL-10,2025-08-01 23:41:00,78.73,86.17,56.33,23.78,23,218.48,3.46
Station2_LOG01172,SRV013,CL-2,2025-08-02 11:18:00,82.14,56.09,32.02,2.42,2.82,931.98,7.07
Station2_LOG01173,SRV032,CL-4,2025-08-01 03:45:00,32.54,22.47,47.3,6.73,5.37,838.82,0.95
Station2_LOG01174,SRV082,CL-10,2025-08-01 19:20:00,69.75,61.45,70.53,22.61,,818.73,1.76
Station2_LOG01175,SRV013,CL-2,2025-08-02 02:07:00,89.99,57.55,42.97,6.74,13.14,194.16,7.26
Station2_LOG01176,SRV043,CL-8,2025-08-01 14:46:00,13.68,37.67,38.24,11.55,9.65,349.42,4.65
Station2_LOG01177,SRV078,CL-1,2025-08-02 15:08:00,21.92,20.11,79.85,16.22,,330.15,7.35
Station2_LOG01178,SRV019,CL-2,2025-08-02 01:56:00,11.83,81.27,52.38,1.43,19.36,655.88,9.55
Station2_LOG01179,SRV041,CL-10,2025-08-01 16:24:00,93.67,55.2,16.3,25.31,16.72,445.47,2.81
Station2_LOG01180,SRV013,CL-2,2025-08-01 12:49:00,45.58,69.8,33.09,16.44,7.08,455.23,9.94
Station2_LOG01181,SRV016,CL-2,2025-08-02 21:02:00,34.41,29.99,66.39,13.17,14.37,360.81,6.88
Station2_LOG01182,SRV006,CL-4,2025-08-02 19:23:00,45.67,67.02,58.98,12.92,9.7,113.03,6.36
Station2_LOG01183,SRV043,CL-8,2025-08-01 02:43:00,16.68,70.99,28.85,19.31,,535.25,8
Station2_LOG01184,SRV094,CL-8,2025-08-02 06:29:00,21.57,41.5,60.14,27.85,24.27,747.97,1.02
Station2_LOG01185,SRV014,CL-10,2025-08-01 11:36:00,63.54,22.91,15.63,8.51,20.8,433.2,3.34
Station2_LOG01186,SRV067,CL-5,2025-08-01 20:57:00,79.42,75.63,7.36,9.56,24.35,705.77,7.8
Station2_LOG01187,SRV097,CL-3,2025-08-02 02:56:00,47.78,82.63,70.33,8.09,16.73,763.76,8.87
Station2_LOG01188,SRV070,CL-1,2025-08-01 03:59:00,60.05,79.34,25.99,27.71,4.08,557.6,0.67
Station2_LOG01189,SRV011,CL-7,2025-08-01 14:23:00,55.68,63.02,31.13,28.31,21.21,668.19,1.98
Station2_LOG01190,SRV029,CL-2,2025-08-01 09:20:00,92.06,42.58,69.48,1.56,,489.23,7.8
Station2_LOG01191,SRV063,CL-10,2025-08-01 17:45:00,26.29,27.92,57.84,23.12,22.79,423.61,7.72
Station2_LOG01192,SRV027,CL-7,2025-08-02 00:48:00,32.51,30.36,45.63,6.98,18.06,797.27,5.97
Station2_LOG01193,SRV097,CL-3,2025-08-01 03:50:00,82.66,87.42,15.29,10.62,23.52,590.57,6.2
Station2_LOG01194,SRV078,CL-1,2025-08-01 05:48:00,18.29,72.4,37.18,3.58,22.67,827.35,8.66
Station2_LOG01195,SRV054,CL-9,2025-08-02 15:55:00,42.33,76.8,75.89,24.75,3.28,917.97,0.44
Station2_LOG01196,SRV074,CL-3,2025-08-01 08:15:00,59.52,30.06,,19.44,11.53,517.64,5.32
Station2_LOG01197,SRV073,CL-3,2025-08-01 14:46:00,14.01,73.22,18.25,24.92,0.82,975.55,6.57
Station2_LOG01198,SRV096,CL-4,2025-08-02 12:49:00,36.43,,44.3,11.58,18.57,269.08,4.73
Station2_LOG01199,SRV081,CL-4,2025-08-01 16:28:00,14.81,56.2,,4.64,21.45,489.7,7.01
Station2_LOG01200,SRV031,CL-7,2025-08-02 03:54:00,10.08,81.46,33.17,1.65,18.08,453.4,9.2
Station2_LOG01201,SRV054,CL-9,2025-08-02 08:49:00,77.3,55.14,75.98,22.38,10.34,741.95,8.43
Station2_LOG01202,SRV032,CL-4,2025-08-02 11:57:00,68.28,43.31,68.69,5.03,3.77,894.78,0.03
Station2_LOG01203,SRV011,CL-7,2025-08-01 10:36:00,38.69,67.97,70.95,18.79,2.69,215.21,4.58
Station2_LOG01204,SRV019,CL-2,2025-08-02 02:38:00,32,86.71,65.29,9.01,2.43,667.28,3.61
Station2_LOG01205,SRV014,CL-10,2025-08-02 05:40:00,86.46,76.06,14.19,16.98,16.47,356.37,9.55
Station2_LOG01206,SRV040,CL-6,2025-08-01 09:39:00,24.71,66.5,17.32,6.32,14.1,991.58,4.29
Station2_LOG01207,SRV012,CL-3,2025-08-01 05:54:00,65.21,47.49,64.92,22.2,16.34,892.43,3.96
Station2_LOG01208,SRV017,CL-6,2025-08-02 03:50:00,16.81,21.51,23.37,1.24,15.61,541.62,1.51
Station2_LOG01209,SRV031,CL-7,2025-08-01 12:46:00,10.35,55.3,42.51,12.05,4.57,479.79,0.93
Station2_LOG01210,SRV071,CL-2,2025-08-01 03:57:00,78.58,32.46,21.64,8.18,24.14,904.98,2.39
Station2_LOG01211,SRV082,CL-10,2025-08-02 10:45:00,64.82,32.34,52.08,27.24,7.58,571.6,8.67
Station2_LOG01212,SRV012,CL-3,2025-08-02 06:43:00,62.43,,8.44,6.17,6.6,252.34,0.2
Station2_LOG01213,SRV006,CL-4,2025-08-02 23:48:00,17.8,21.5,26.57,28.76,11.96,101.74,5.6
Station2_LOG01214,SRV070,CL-1,2025-08-02 06:40:00,22.27,20.34,12.47,11.37,3.25,302.4,1.45
Station2_LOG01215,SRV089,CL-1,2025-08-01 19:47:00,29.18,72.72,76.66,11.66,13.85,412.86,5.72
Station2_LOG01216,SRV097,CL-3,2025-08-01 14:33:00,91.25,81.96,72.2,8.93,24.74,828.5,8.49
Station2_LOG01217,SRV019,CL-2,2025-08-02 09:28:00,31.48,86.11,28.72,3.88,14.79,818.41,9.9
Station2_LOG01218,SRV045,CL-2,2025-08-02 07:52:00,87.31,85.4,57.85,22.59,18.09,481.88,5.58
Station2_LOG01219,SRV084,CL-9,2025-08-02 07:56:00,38.42,82.25,58.89,4.36,7.42,615.55,5.55
Station2_LOG01220,SRV073,CL-3,2025-08-02 05:39:00,19.65,50.69,29.24,29.75,6.62,651.72,1.34
Station2_LOG01221,SRV066,CL-9,2025-08-02 06:59:00,71.64,66.4,59.68,7.68,23.76,369.98,7.66
Station2_LOG01222,SRV013,CL-2,2025-08-02 18:58:00,64.2,24.73,28.57,27.56,2.38,543.38,3.92
Station2_LOG01223,SRV019,CL-2,2025-08-02 16:03:00,57.27,54.16,40.13,29.07,6.75,146.43,3.98
Station2_LOG01224,SRV023,CL-1,2025-08-02 13:50:00,33.05,75,28.72,21.94,,481.48,2.69
Station2_LOG01225,SRV041,CL-10,2025-08-01 16:42:00,35.28,35.42,20.18,8.4,16.78,163.35,4.83
Station2_LOG01226,SRV029,CL-2,2025-08-02 12:00:00,77.27,31.55,20.99,13.36,8.62,258.32,1.97
Station2_LOG01227,SRV020,CL-9,2025-08-02 22:10:00,57.08,51.93,37.84,7.9,13.44,668.23,7.57
Station2_LOG01228,SRV001,CL-8,2025-08-01 08:39:00,37.69,79.54,6.59,23.26,15.02,109.88,2.84
Station2_LOG01229,SRV029,CL-2,2025-08-02 03:52:00,56.5,35.67,75.04,16.37,1.24,143.83,9.42
Station2_LOG01230,SRV026,CL-2,2025-08-02 07:24:00,21.74,67.6,42.32,28.71,21.1,584.13,1.7
Station2_LOG01231,SRV054,CL-9,2025-08-01 23:41:00,88.25,48.81,7.2,19.84,21.68,264.16,6.22
Station2_LOG01232,SRV028,CL-2,2025-08-01 02:57:00,45.62,43.7,77.4,10.61,2.68,353.23,1.05
