Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Config_Version,Last_Patch_Date,Deployment_Token
Station1_LOG01688,SRV016,CL-2,2025-08-01 16:19:00,20.34,30.33,30.03,29.81,8.87,730.19,2.61,v3.1.0,2024-02-03 00:00:00,ML948U3LQ2
Station1_LOG01689,SRV006,CL-4,2025-08-01 00:07:00,43.76,64.21,,3.31,19.39,771.44,3.95,v3.1.0,2024-11-20 00:00:00,H5H2O5LTG6
Station1_LOG01690,SRV046,CL-7,2025-08-01 11:00:00,12.27,30.21,19.22,29.09,13.63,404.66,6.39,v2.0.3,2024-04-08 00:00:00,Y00G0BF8ZQ
Station1_LOG01691,SRV073,CL-3,2025-08-02 16:40:00,93.94,,31.53,1.17,7.33,842.67,8.85,v2.0.3,2024-10-25 00:00:00,4QBD2APXET
Station1_LOG01692,SRV081,CL-4,2025-08-01 12:44:00,38.68,,21.01,28.86,10.85,922.42,6.05,v1.1.2,2024-06-10 00:00:00,N2525WS29P
Station1_LOG01693,SRV096,CL-4,2025-08-02 05:35:00,48.58,36.85,77.21,5.92,10.81,361.61,4.72,v2.0.3,2024-12-10 00:00:00,6SEX7GEOQG
Station1_LOG01694,SRV028,CL-2,2025-08-01 09:31:00,55.71,73.9,25.08,28.56,22,404.99,0.66,v1.0.0,2024-05-05 00:00:00,5UFVFCWGQ8
Station1_LOG01695,SRV066,CL-9,2025-08-02 19:50:00,87.96,32.8,30.34,15.25,16.46,611.97,3.08,v3.1.0,2024-09-06 00:00:00,CUHR5D7HFV
Station1_LOG01696,SRV046,CL-7,2025-08-02 10:29:00,93.78,30.6,54.17,19.22,5.83,144.76,6.05,v1.0.0,2024-02-12 00:00:00,528YNMK9CU
Station1_LOG01697,SRV086,CL-4,2025-08-01 04:09:00,54.02,65.53,12.93,18.64,1.3,996.85,1.87,v1.1.2,2024-01-10 00:00:00,04A9YZ5SCZ
Station1_LOG01698,SRV091,CL-2,2025-08-01 13:41:00,55.15,27.29,17.73,15.26,11.61,457.92,6.14,v1.1.2,2024-07-01 00:00:00,6RHD5E9JLW
Station1_LOG01699,SRV016,CL-2,2025-08-02 20:45:00,66.93,49.93,55.18,2.94,3.59,535.85,7.06,v3.1.0,2024-10-24 00:00:00,8V49WXVCNC
Station1_LOG01700,SRV084,CL-9,2025-08-02 19:55:00,26.53,42.69,24.2,19.72,19.76,534.97,2.26,v1.0.0,2024-06-19 00:00:00,KW2AUA5C3A
Station1_LOG01701,SRV036,CL-9,2025-08-01 05:36:00,77.11,61.4,30.93,13.99,4.91,477.3,9.19,v3.1.0,2024-01-20 00:00:00,NHKW9X6REA
Station1_LOG01702,SRV045,CL-2,2025-08-02 15:49:00,77.46,24.91,53.9,25.67,13.56,154.87,8.49,v2.0.3,2024-04-26 00:00:00,W9BH2MPGL9
Station1_LOG01703,SRV067,CL-5,2025-08-02 14:16:00,84.81,52.45,10.38,29.63,8.44,132.26,7.27,v1.0.0,2024-05-20 00:00:00,RJJ5LM9YUH
Station1_LOG01704,SRV026,CL-2,2025-08-01 19:18:00,62.13,,58.56,15.63,21.36,820.42,7.73,v3.1.0,2024-11-26 00:00:00,KCXHHDAS1C
Station1_LOG01705,SRV045,CL-2,2025-08-02 03:03:00,42.97,76.14,64.54,13.34,0.72,190.69,1.81,v1.0.0,2024-10-28 00:00:00,YMCS3Y4N5B
Station1_LOG01706,SRV011,CL-7,2025-08-02 23:26:00,11.66,82.8,78.19,1.64,24.2,659.21,2.04,v1.0.0,2024-01-26 00:00:00,SXVF123LSH
Station1_LOG01707,SRV050,CL-1,2025-08-02 13:09:00,19.14,,20.32,23.66,9.17,308.46,3,v3.1.0,2024-04-25 00:00:00,CB82OXLMYQ
Station1_LOG01708,SRV013,CL-2,2025-08-02 11:31:00,52.09,50.77,70.59,3.21,8.57,429.93,3.94,v2.0.3,2024-01-24 00:00:00,VYEJL0TI4N
Station1_LOG01709,SRV016,CL-2,2025-08-02 09:44:00,52.36,23.02,,18.01,1.52,652.05,6.74,v2.0.3,2024-05-24 00:00:00,X010YXSD5U
Station1_LOG01710,SRV010,CL-4,2025-08-02 22:18:00,65.66,43.03,20.71,21.3,8.26,600.62,2.16,v3.1.0,2024-03-11 00:00:00,4PJDF8129T
Station1_LOG01711,SRV066,CL-9,2025-08-01 04:10:00,18.45,,29.17,19.93,7.46,504.52,2.11,v1.1.2,2024-02-11 00:00:00,FJRPD5L8F1
Station1_LOG01712,SRV084,CL-9,2025-08-01 02:34:00,37.85,42.49,70.58,27.63,20.21,540.66,7.51,v1.1.2,2024-11-14 00:00:00,3EN29US74C
Station1_LOG01713,SRV026,CL-2,2025-08-01 05:15:00,83.45,,33.51,18.75,11.71,738.93,0.27,v1.0.0,2024-02-14 00:00:00,Q3MN9X6GTX
Station1_LOG01714,SRV086,CL-4,2025-08-01 13:07:00,89.58,72.9,28.61,22.09,20.47,171.79,4.28,v2.0.3,2024-05-13 00:00:00,6GS0JVC9S9
Station1_LOG01715,SRV078,CL-1,2025-08-02 15:00:00,46.95,74.53,,22.06,13.39,956.17,0.71,v2.0.3,2024-01-20 00:00:00,178FXPIF8R
Station1_LOG01716,SRV086,CL-4,2025-08-01 05:51:00,68.35,,39.82,27.47,1.91,462.21,6.57,v2.0.3,2024-02-02 00:00:00,3NC8MQ5S45
Station1_LOG01717,SRV023,CL-1,2025-08-02 01:28:00,92.49,30.09,5.35,13.53,14.85,652.17,8.93,v2.0.3,2024-12-26 00:00:00,NWJWFDHTF1
Station1_LOG01718,SRV019,CL-2,2025-08-02 08:44:00,89.68,82.96,28.71,12.09,4.79,810.2,4.56,v1.0.0,2024-11-06 00:00:00,AFC79N1XIJ
Station1_LOG01719,SRV014,CL-10,2025-08-01 02:14:00,42.46,37.58,44.11,22.23,0.57,961.35,8.47,v1.0.0,2024-04-04 00:00:00,K85ENCCE4H
Station1_LOG01720,SRV096,CL-4,2025-08-01 01:02:00,38.84,48.56,70.23,7.78,24.84,914.57,1.65,v2.0.3,2024-05-06 00:00:00,DIXS5B4M6E
Station1_LOG01721,SRV012,CL-3,2025-08-01 09:05:00,90.59,41.27,30.12,1.17,,518.64,9.37,v1.1.2,2024-07-02 00:00:00,0UO7RV87ZM
Station1_LOG01722,SRV040,CL-6,2025-08-02 21:51:00,59.05,41.85,48.44,23.91,11.27,183.22,9.46,v1.0.0,2024-04-12 00:00:00,AQPKWQZZGU
Station1_LOG01723,SRV081,CL-4,2025-08-02 10:32:00,46.99,,,6.89,14.48,741.16,1.14,v1.0.0,2024-10-28 00:00:00,KLX2WEDF43
Station1_LOG01724,SRV054,CL-9,2025-08-01 00:33:00,76.16,83.36,37.56,18.11,21.55,212.38,1.92,v2.0.3,2024-10-24 00:00:00,IX6HT3IE68
Station1_LOG01725,SRV071,CL-2,2025-08-02 05:26:00,39.06,45.69,8.44,8.77,8.8,242.81,8.32,v3.1.0,2024-05-22 00:00:00,L5UBEVSZLC
Station1_LOG01726,SRV016,CL-2,2025-08-01 07:30:00,92.56,75.27,45.16,26.89,11.71,480.22,6.54,v1.1.2,2024-04-19 00:00:00,CHEX7SAOEO
Station1_LOG01727,SRV008,CL-1,2025-08-01 12:08:00,59.92,52.18,8.74,26.89,14.27,813.48,8.84,v2.0.3,2024-12-13 00:00:00,04Q3QTMAYM
Station1_LOG01728,SRV027,CL-7,2025-08-02 23:21:00,80.76,37.98,22.69,18.3,17.45,440.91,7.2,v3.1.0,2024-09-09 00:00:00,WKC031VGLI
Station1_LOG01729,SRV043,CL-8,2025-08-02 17:28:00,16.21,76.97,55.21,18.3,22.92,320.3,2.18,v1.0.0,2024-05-10 00:00:00,TO9QESOS0Z
Station1_LOG01730,SRV066,CL-9,2025-08-02 20:00:00,16.96,43.56,75.22,23.06,18.81,150.76,0.18,v3.1.0,2024-08-17 00:00:00,0NE6YIWDS2
Station1_LOG01731,SRV011,CL-7,2025-08-02 11:29:00,24.27,22.32,32.35,4.69,19.79,449.14,5.39,v2.0.3,2024-02-27 00:00:00,HMW5MXVWBQ
Station1_LOG01732,SRV046,CL-7,2025-08-01 04:09:00,45.59,23.71,77.14,20.97,24.35,159.23,9.39,v2.0.3,2024-11-21 00:00:00,N8AARD7DQ8
Station1_LOG01733,SRV036,CL-9,2025-08-02 16:07:00,53.15,52.71,7.53,18.37,9.67,103.3,4.19,v2.0.3,2024-07-15 00:00:00,YJNMXWL4RK
Station1_LOG01734,SRV045,CL-2,2025-08-02 12:18:00,67.3,67.63,13.4,18.82,2.29,828.47,1.97,v3.1.0,2024-05-05 00:00:00,10HLSEFGBC
Station1_LOG01735,SRV070,CL-1,2025-08-02 04:33:00,20.12,63.16,24.84,26.28,24.69,489.29,0.44,v1.1.2,2024-07-11 00:00:00,FC3Y0SPWQI
Station1_LOG01736,SRV006,CL-4,2025-08-01 11:37:00,58.67,63.63,70.72,22.87,19.05,282.5,6.32,v1.1.2,2024-02-24 00:00:00,UO4W2C0PMO
Station1_LOG01737,SRV048,CL-9,2025-08-02 14:47:00,25.75,65.19,63.96,5.74,23.94,613.44,2.28,v2.0.3,2024-09-17 00:00:00,JYEOUJD022
Station1_LOG01738,SRV056,CL-4,2025-08-02 22:14:00,18.43,46.79,66.21,3.68,18.59,351.98,0.93,v3.1.0,2024-12-02 00:00:00,K8OIG4E8QE
Station1_LOG01739,SRV017,CL-6,2025-08-02 01:41:00,78.41,50.54,73.68,6.45,14.67,345.94,1.2,v3.1.0,2024-01-11 00:00:00,SMCJ2JGB36
Station1_LOG01740,SRV091,CL-2,2025-08-01 14:48:00,12.6,,44.89,5.98,2.43,296.94,5.71,v3.1.0,2024-03-06 00:00:00,FQW856U0RK
Station1_LOG01741,SRV032,CL-4,2025-08-02 12:54:00,22.68,89.77,,8.13,12.3,483.59,3.59,v3.1.0,2024-12-21 00:00:00,Q5QHS5CD3B
Station1_LOG01742,SRV010,CL-4,2025-08-01 23:53:00,76.15,60.55,20.64,21.33,6.03,325.18,3.02,v1.1.2,2024-09-08 00:00:00,N8FQMJ22OI
Station1_LOG01743,SRV081,CL-4,2025-08-01 12:46:00,46.7,66.77,15.5,28.41,9.51,458.17,4.13,v2.0.3,2024-07-02 00:00:00,KD7GD0NWEV
Station1_LOG01744,SRV008,CL-1,2025-08-01 13:24:00,75.66,29.28,75.29,13.47,0.62,359.17,1.49,v1.0.0,2024-05-22 00:00:00,N0W0BRNB84
Station1_LOG01745,SRV017,CL-6,2025-08-02 21:11:00,93.16,25.6,68.09,4.94,10.99,246.19,2.92,v2.0.3,2024-02-19 00:00:00,01JR5GXQ5L
Station1_LOG01746,SRV017,CL-6,2025-08-01 14:02:00,18.07,83.82,55.02,28.08,8.98,970.76,1.93,v1.1.2,2024-08-27 00:00:00,G1OJL9OK16
Station1_LOG01747,SRV096,CL-4,2025-08-01 05:53:00,45.94,,74.97,11.72,0.64,210.94,1.61,v2.0.3,2024-07-24 00:00:00,I5YRCE3SEM
Station1_LOG01748,SRV086,CL-4,2025-08-01 11:41:00,70.59,30.91,69.78,3.3,24.26,727.73,7.49,v1.0.0,2024-07-20 00:00:00,KFF5V7IJTL
Station1_LOG01749,SRV050,CL-1,2025-08-02 08:39:00,16.93,43.74,79.98,5.6,9.7,811.95,2.18,v2.0.3,2024-11-16 00:00:00,FY5746S5IP
Station1_LOG01750,SRV041,CL-10,2025-08-02 10:06:00,49.46,79.48,55.26,19.44,14.89,579.58,4.31,v2.0.3,2024-01-17 00:00:00,H3HSOWMWGO
Station1_LOG01751,SRV046,CL-7,2025-08-02 11:39:00,22.39,58.73,48.33,29.3,,726.53,1.46,v1.0.0,2024-08-19 00:00:00,NMBB3RNWYX
Station1_LOG01752,SRV073,CL-3,2025-08-01 01:04:00,59.23,50.84,47.59,11.26,6.42,598.35,8.4,v1.0.0,2024-04-08 00:00:00,QDFE2K3RUU
Station1_LOG01753,SRV067,CL-5,2025-08-02 19:04:00,72.08,50.82,24.09,28.88,14.48,845.83,3.15,v2.0.3,2024-10-11 00:00:00,JRO5V01705
Station1_LOG01754,SRV070,CL-1,2025-08-02 10:52:00,43.28,82.04,78.02,9.1,,166.38,9.24,v3.1.0,2024-03-26 00:00:00,6D93WD6OCS
Station1_LOG01755,SRV019,CL-2,2025-08-02 16:14:00,27.21,84.17,13.95,22.57,19.4,738.4,6.3,v1.0.0,2024-05-01 00:00:00,WI0P91LERV
Station1_LOG01756,SRV027,CL-7,2025-08-01 09:17:00,16.78,63.47,56.52,5.19,7.65,857.19,0.05,v3.1.0,2024-03-06 00:00:00,6DLMFBDWU1
Station1_LOG01757,SRV084,CL-9,2025-08-01 12:41:00,91.86,62.72,62.17,22.61,7.36,534.52,1.13,v1.0.0,2024-02-23 00:00:00,XMZ2CAO1KV
Station1_LOG01758,SRV026,CL-2,2025-08-01 22:11:00,41.93,56.61,54.85,23.29,6.27,463.43,9.45,v3.1.0,2024-12-01 00:00:00,883LFUOK8C
Station1_LOG01759,SRV074,CL-3,2025-08-02 22:26:00,89.01,,21.92,28.34,20.56,567.08,1.26,v1.1.2,2024-11-01 00:00:00,QGUUDJO741
Station1_LOG01760,SRV032,CL-4,2025-08-01 14:50:00,67.93,52.06,72.82,28.05,14.62,832.19,9.86,v2.0.3,2024-02-13 00:00:00,Q0P5MW1C8N
Station1_LOG01761,SRV054,CL-9,2025-08-02 04:09:00,29.3,74.58,26.84,15.85,6.97,586.44,0.53,v1.1.2,2024-04-13 00:00:00,JLZ2MDKQAJ
Station1_LOG01762,SRV077,CL-1,2025-08-02 22:24:00,85.18,53.29,21.02,28.21,24.72,858.52,5.67,v3.1.0,2024-03-14 00:00:00,HRQJ6FF4YE
Station1_LOG01763,SRV046,CL-7,2025-08-02 20:04:00,73.35,73.63,8.46,2.89,10.28,360.98,1.64,v3.1.0,2024-04-17 00:00:00,D02U7JHQDX
Station1_LOG01764,SRV034,CL-6,2025-08-02 16:20:00,80.9,75.29,70.37,18.05,4.16,381.42,1.05,v2.0.3,2024-01-17 00:00:00,0IRAL0L8LP
Station1_LOG01765,SRV081,CL-4,2025-08-01 13:46:00,18.21,24.18,44.75,20.61,20.16,713.43,1.98,v1.0.0,2024-12-15 00:00:00,8V886N7HMQ
Station1_LOG01766,SRV097,CL-3,2025-08-01 05:48:00,35.79,32.71,32.67,19.61,10.22,827.17,9.4,v1.1.2,2024-04-21 00:00:00,W8FKROUFYB
Station1_LOG01767,SRV066,CL-9,2025-08-02 12:49:00,15.6,52.42,47.8,11.27,7.99,412.12,9.21,v2.0.3,2024-06-25 00:00:00,TB77MEUUYD
Station1_LOG01768,SRV006,CL-4,2025-08-02 14:30:00,37.7,28.1,53.24,8.23,23.85,664.68,2.23,v1.1.2,2024-06-10 00:00:00,VH7L0MH78D
Station1_LOG01769,SRV041,CL-10,2025-08-01 15:13:00,75.53,38.48,57.39,2.92,9.31,235.31,2.23,v1.0.0,2024-07-04 00:00:00,PAJIYRYYIQ
Station1_LOG01770,SRV043,CL-8,2025-08-01 08:40:00,22.6,30.03,9.56,13.54,,387.26,2.75,v2.0.3,2024-04-26 00:00:00,CD23V4XN1F
Station1_LOG01771,SRV027,CL-7,2025-08-02 16:33:00,10.19,69.23,17.41,1.75,1.79,750.72,8.27,v2.0.3,2024-02-18 00:00:00,PWC1DNP7WL
Station1_LOG01772,SRV089,CL-1,2025-08-02 23:04:00,80.14,63.33,10.49,20.98,18.36,863.51,7.53,v2.0.3,2024-01-25 00:00:00,5VFNIE9LAO
Station1_LOG01773,SRV063,CL-10,2025-08-01 07:01:00,91.15,61.55,55.61,26.54,7.13,999.49,1.22,v2.0.3,2024-01-08 00:00:00,VQ4RKP3WUD
Station1_LOG01774,SRV084,CL-9,2025-08-01 08:50:00,30.35,87.23,55.9,27.28,21.26,210.18,1.3,v2.0.3,2024-07-07 00:00:00,O0HLLSSG7F
Station1_LOG01775,SRV006,CL-4,2025-08-02 18:18:00,55.37,21.94,78.41,2.96,23.94,378.49,6.45,v2.0.3,2024-04-12 00:00:00,TYNU5Q1OSS
Station1_LOG01776,SRV028,CL-2,2025-08-02 02:44:00,51.4,57.09,59.5,7.36,3,898.77,7.68,v2.0.3,2024-12-21 00:00:00,ZJROPGRC38
Station1_LOG01777,SRV011,CL-7,2025-08-02 05:50:00,63.11,33.33,72.09,20.69,24.37,549.71,7.99,v2.0.3,2024-06-07 00:00:00,V73PUWSXVT
Station1_LOG01778,SRV078,CL-1,2025-08-01 16:04:00,76.8,73.73,14.36,19.09,23.41,129.26,1.04,v3.1.0,2024-12-05 00:00:00,SLWEUZ1KHL
Station1_LOG01779,SRV078,CL-1,2025-08-02 14:38:00,56.64,71.82,16.28,20,16.16,185.09,4.7,v2.0.3,2024-05-10 00:00:00,Z9BO4F6T8R
Station1_LOG01780,SRV001,CL-8,2025-08-01 02:15:00,26.19,34.48,38.92,1.29,12.03,655.64,0.25,v3.1.0,2024-11-23 00:00:00,Q7AN7P72I8
Station1_LOG01781,SRV041,CL-10,2025-08-02 20:58:00,26.51,72.98,74.58,21.47,10.91,307.72,2.06,v2.0.3,2024-02-22 00:00:00,XUOX18D4AG
Station1_LOG01782,SRV067,CL-5,2025-08-01 15:35:00,50.78,43.68,73.68,6.34,14.65,864.55,3.27,v1.0.0,2024-05-04 00:00:00,ZCBFFBFL1H
Station1_LOG01783,SRV084,CL-9,2025-08-01 01:56:00,18.43,,25.58,1.22,1.53,869.82,8.62,v1.0.0,2024-12-03 00:00:00,KJY4GUZ9LI
Station1_LOG01784,SRV056,CL-4,2025-08-02 10:24:00,91.16,77.81,40.12,9.31,17.56,345.92,4.31,v3.1.0,2024-06-16 00:00:00,ZKNTK3IH71
Station1_LOG01785,SRV031,CL-7,2025-08-02 19:19:00,82.48,61.56,59.38,12.61,21.53,879.54,5.69,v3.1.0,2024-06-03 00:00:00,UBZU2UKHE2
Station1_LOG01786,SRV056,CL-4,2025-08-02 03:41:00,58.29,77.72,31.29,5.66,16.33,455.74,3.96,v2.0.3,2024-10-02 00:00:00,HWU5K78Y0W
Station1_LOG01787,SRV056,CL-4,2025-08-01 13:16:00,65.95,72.59,24.68,18.68,18.79,153.55,7.15,v1.0.0,2024-12-27 00:00:00,6QT33D4F2Y
Station1_LOG01788,SRV016,CL-2,2025-08-02 05:36:00,15.29,45.74,60.38,3.13,17.47,913.72,4.58,v1.0.0,2024-09-13 00:00:00,QWSYX3T8C7
Station1_LOG01789,SRV066,CL-9,2025-08-01 16:04:00,69.27,67.36,78.34,0.94,3.68,530.42,4.42,v3.1.0,2024-01-25 00:00:00,Y2YMVL2PJC
Station1_LOG01790,SRV006,CL-4,2025-08-01 04:44:00,40.59,64.96,79.82,2.94,10.82,839.08,8.58,v3.1.0,2024-12-06 00:00:00,SI9ZF3XIZ8
Station1_LOG01791,SRV054,CL-9,2025-08-01 09:49:00,38.97,,26.26,2.36,9.06,721.35,6.21,v1.0.0,2024-05-11 00:00:00,ABXXWNRSNI
Station1_LOG01792,SRV036,CL-9,2025-08-01 23:12:00,37.99,74.04,29.36,22.04,2.42,407.1,5.1,v1.0.0,2024-01-13 00:00:00,4RH7GN938K
Station1_LOG01793,SRV001,CL-8,2025-08-02 21:43:00,33.16,,18.79,7.43,6.61,225.87,5.69,v3.1.0,2024-07-17 00:00:00,WZIUT00AA7
Station1_LOG01794,SRV011,CL-7,2025-08-02 19:18:00,57.96,67.99,74.7,18.74,23.82,802.39,7.11,v2.0.3,2024-11-10 00:00:00,KL4RFQCD0Y
Station1_LOG01795,SRV034,CL-6,2025-08-02 07:49:00,61.91,,46.5,28.27,15.54,630.2,2.46,v1.0.0,2024-12-21 00:00:00,QLWE10W7TU
Station1_LOG01796,SRV045,CL-2,2025-08-01 01:46:00,74.25,80.92,62.13,24.68,,686.36,9.58,v2.0.3,2024-02-24 00:00:00,BXE1BF1VGM
Station1_LOG01797,SRV046,CL-7,2025-08-02 06:35:00,36.1,74.35,67.11,19.86,1.4,867.38,4.01,v1.1.2,2024-07-07 00:00:00,QXRV170HAG
Station1_LOG01798,SRV006,CL-4,2025-08-01 23:49:00,54.05,26.85,74.05,19.46,21.42,814,7.12,v1.1.2,2024-02-06 00:00:00,RPDHKUZUX8
Station1_LOG01799,SRV006,CL-4,2025-08-02 03:09:00,42.62,82.94,9.18,17.93,2.53,548.23,3.91,v1.1.2,2024-10-24 00:00:00,LVV0KK1R71
Station1_LOG01800,SRV032,CL-4,2025-08-02 05:11:00,69,36,67.34,2.66,15.19,312.77,2.27,v1.1.2,2024-06-14 00:00:00,71MPLRPMXY
Station1_LOG01801,SRV029,CL-2,2025-08-02 09:11:00,12.69,87.1,11.9,19.55,13.93,980,9.32,v2.0.3,2024-01-13 00:00:00,Q0U75CNXLE
Station1_LOG01802,SRV046,CL-7,2025-08-01 22:37:00,87.39,51.7,15.86,6.75,17.71,671.02,6.92,v1.1.2,2024-07-09 00:00:00,NVWB0B1YOA
Station1_LOG01803,SRV050,CL-1,2025-08-02 18:52:00,78.87,48.26,36.53,24.92,8.18,302.01,6.57,v1.1.2,2024-09-12 00:00:00,BKP1L4WFXF
Station1_LOG01804,SRV028,CL-2,2025-08-01 22:50:00,86.4,26.43,39.2,25.22,13.27,234.97,4.91,v1.1.2,2024-09-01 00:00:00,G3ZJ395ERI
Station1_LOG01805,SRV066,CL-9,2025-08-01 06:32:00,58.11,36.76,39.34,10.09,14.1,328.3,1.61,v3.1.0,2024-11-03 00:00:00,LDY8J1UI9L
Station1_LOG01806,SRV014,CL-10,2025-08-02 19:08:00,72.82,78.58,59.43,27.73,11.37,521.29,4.36,v2.0.3,2024-10-20 00:00:00,WVW1PM77XV
Station1_LOG01807,SRV066,CL-9,2025-08-01 23:11:00,90.58,50.74,38.3,6.38,23.52,153.48,6.84,v2.0.3,2024-02-05 00:00:00,9UBTRKUICC
Station1_LOG01808,SRV073,CL-3,2025-08-02 17:27:00,61.16,59.81,31.7,9.26,8.83,577.78,3.51,v1.0.0,2024-01-11 00:00:00,YK9L1WDX68
Station1_LOG01809,SRV027,CL-7,2025-08-01 04:12:00,37.11,,8.68,20.74,6.81,446.08,3.47,v2.0.3,2024-09-07 00:00:00,JYKVJDZFY6
Station1_LOG01810,SRV006,CL-4,2025-08-01 06:07:00,68.99,45.31,49.09,20.27,9.06,367.19,7.67,v3.1.0,2024-06-09 00:00:00,U3TGLZLM5V
Station1_LOG01811,SRV078,CL-1,2025-08-02 15:10:00,80.15,70.14,48.36,6.91,10.59,843.99,0.5,v3.1.0,2024-01-27 00:00:00,43UN69YDYV
Station1_LOG01812,SRV048,CL-9,2025-08-01 07:41:00,27.12,89.18,10.57,10.16,3.6,140.79,8.76,v2.0.3,2024-09-07 00:00:00,NV92VN8R0Y
Station1_LOG01813,SRV028,CL-2,2025-08-02 15:48:00,91.61,40.55,58.68,2.34,14.74,232.16,2.84,v1.0.0,2024-06-13 00:00:00,UYJB54XREA
Station1_LOG01814,SRV094,CL-8,2025-08-01 15:22:00,90.07,44.21,56.9,8.94,21.51,625.73,9.07,v2.0.3,2024-06-19 00:00:00,ZND8QZV5U7
Station1_LOG01815,SRV056,CL-4,2025-08-02 21:05:00,53,50.57,25,14.06,0.77,901.49,0.6,v2.0.3,2024-10-23 00:00:00,D006T5ESWX
Station1_LOG01816,SRV010,CL-4,2025-08-02 22:28:00,37.78,,33.67,27.3,7.67,467.81,6.19,v3.1.0,2024-10-11 00:00:00,57HDIJWPY5
Station1_LOG01817,SRV073,CL-3,2025-08-01 06:42:00,47.51,43.65,59.28,2.26,23.76,640.25,3.07,v3.1.0,2024-04-08 00:00:00,0R3X40G8GB
Station1_LOG01818,SRV066,CL-9,2025-08-02 10:38:00,21.89,58.96,18.35,18.28,12.27,393.16,1.99,v2.0.3,2024-09-10 00:00:00,XZ5ER12D5V
Station1_LOG01819,SRV091,CL-2,2025-08-02 08:28:00,51.4,41.35,9.58,14.35,2,731.61,4.14,v1.1.2,2024-11-28 00:00:00,MWAZ5GKE1R
Station1_LOG01820,SRV019,CL-2,2025-08-01 08:29:00,88.23,70.86,35.74,2.66,9.16,710.7,5.57,v1.1.2,2024-11-26 00:00:00,DRYHB9640R
Station1_LOG01821,SRV082,CL-10,2025-08-01 11:38:00,10.47,64.01,74.64,21.12,4.17,413.41,2.19,v1.1.2,2024-04-08 00:00:00,7SIS1BWMF8
Station1_LOG01822,SRV066,CL-9,2025-08-02 23:01:00,61.3,73.55,44.83,29.01,8.73,701.08,7.9,v2.0.3,2024-07-06 00:00:00,CNQWPBEDEA
Station1_LOG01823,SRV014,CL-10,2025-08-02 20:48:00,51.17,49.43,43.45,10.75,17.69,658.34,9.6,v2.0.3,2024-11-27 00:00:00,HFUEZ5LWDI
Station1_LOG01824,SRV091,CL-2,2025-08-01 17:29:00,80.33,35.8,11.92,18.67,7.8,900,2.12,v2.0.3,2024-01-19 00:00:00,EU4SSVVMYZ
Station1_LOG01825,SRV082,CL-10,2025-08-01 18:58:00,26.59,20.17,7.11,26.8,14.9,393.34,3.52,v3.1.0,2024-03-22 00:00:00,6BR2LED4OU
Station1_LOG01826,SRV077,CL-1,2025-08-02 16:03:00,78.4,,58.96,19.19,18.77,440.23,6.26,v1.0.0,2024-05-10 00:00:00,JP2RS20FE5
Station1_LOG01827,SRV010,CL-4,2025-08-02 10:52:00,44.05,56.34,64.04,22.83,1.35,986.66,0.26,v2.0.3,2024-01-18 00:00:00,V6J9RUFIVI
Station1_LOG01828,SRV005,CL-3,2025-08-02 05:49:00,12.42,85.01,36.36,11.08,8.98,135.16,6.77,v2.0.3,2024-09-08 00:00:00,WRR90909JF
Station1_LOG01829,SRV082,CL-10,2025-08-01 17:34:00,25.54,80.7,37.95,19.21,1.81,429.27,2.98,v1.0.0,2024-12-07 00:00:00,4YJDKEI5QF
Station1_LOG01830,SRV031,CL-7,2025-08-02 06:20:00,56.04,66.64,9.37,4.03,9.55,491.16,2.31,v1.1.2,2024-08-02 00:00:00,7BPFV7UW67
Station1_LOG01831,SRV063,CL-10,2025-08-01 14:19:00,82.81,72.08,25.78,24.3,18.18,381,6.88,v1.0.0,2024-09-11 00:00:00,6GXNYT2GOI
Station1_LOG01832,SRV013,CL-2,2025-08-01 05:58:00,25.39,34.13,25.67,7.47,24.81,414.74,1.14,v2.0.3,2024-02-24 00:00:00,CS1UYSZDED
Station1_LOG01833,SRV077,CL-1,2025-08-02 17:04:00,41.3,43.44,17.39,2.53,14.49,440.64,9.99,v1.1.2,2024-05-05 00:00:00,2AJH706LGL
Station1_LOG01834,SRV008,CL-1,2025-08-01 12:48:00,66.07,40.65,56.21,28.37,1.45,807.9,5.26,v3.1.0,2024-03-21 00:00:00,AB7U7GF138
Station1_LOG01835,SRV097,CL-3,2025-08-01 02:10:00,56.28,44.29,22.01,9.38,23.95,336.2,8.95,v3.1.0,2024-04-04 00:00:00,NHKIXXX1GJ
Station1_LOG01836,SRV045,CL-2,2025-08-02 10:19:00,51.7,47.6,34.26,27.92,,330.36,9.63,v3.1.0,2024-02-05 00:00:00,D6NWTV79BK
Station1_LOG01837,SRV016,CL-2,2025-08-01 07:36:00,73.15,33.56,16.94,25.79,1.4,444.78,8.53,v1.1.2,2024-08-25 00:00:00,FKXM9PUWCF
Station1_LOG01838,SRV006,CL-4,2025-08-02 12:53:00,83.79,62.05,61.76,17.62,6.39,334.76,8.77,v3.1.0,2024-08-17 00:00:00,UDO4CDTBJ9
Station1_LOG01839,SRV089,CL-1,2025-08-01 09:49:00,76.37,28.12,50.13,18.24,17.83,647.8,5.73,v1.1.2,2024-04-04 00:00:00,OMQD9ANOTQ
